1,1,0.06,100000
1,3,0.10,100000
1,5,0.10,100000
2,1,0.06,100000
2,3,0.08,100000
2,5,0.10,100000
4,1,0.06,100000
4,3,0.11,100000
4,5,0.09,100000
8,1,0.08,100000
8,3,0.15,100000
8,5,0.11,100000
1,1,0.05,100000
1,3,0.03,100000
1,5,0.03,100000
2,1,0.04,100000
2,3,0.04,100000
2,5,0.03,100000
4,1,0.04,100000
4,3,0.06,100000
4,5,0.05,100000
8,1,0.06,100000
8,3,0.06,100000
8,5,0.07,100000
